SEQ_NAME	START	END	STRAND	FEATURE_NAME	GENE_NAME	ALIASES	DESCRIPTION	TXN_START	TXN_END	CDS_START	CDS_END	EXON_COUNT	EXON_STARTS	EXON_ENDS
NC_000964.3	70382	70493	+	S36	S36	 	 	70382	70493	70382	70493	1	70382	70493
NC_000964.3	70538	73021	+	spoIIE	spoIIE	 	 	70538	73021	70538	73021	1	70538	73021
NC_000964.3	71190	71799	-	S37	S37	 	 	71190	71799	71190	71799	1	71190	71799
NC_000964.3	73106	73843	+	yabS	yabS	 	 	73106	73843	73106	73843	1	73106	73843
NC_000964.3	73809	74825	+	yabT	yabT	 	 	73809	74825	73809	74825	1	73809	74825
NC_000964.3	74929	76347	+	tilS	tilS	 	 	74929	76347	74929	76347	1	74929	76347
NC_000964.3	76344	76886	+	hprT	hprT	 	 	76344	76886	76344	76886	1	76344	76886
NC_000964.3	76887	76983	+	S38	S38	 	 	76887	76983	76887	76983	1	76887	76983
NC_000964.3	76984	78897	+	ftsH	ftsH	 	 	76984	78897	76984	78897	1	76984	78897
NC_000964.3	78940	79025	+	S39	S39	 	 	78940	79025	78940	79025	1	78940	79025
NC_000964.3	79027	79091	+	S40	S40	 	 	79027	79091	79027	79091	1	79027	79091
NC_000964.3	79092	79868	+	coaX	coaX	 	 	79092	79868	79092	79868	1	79092	79868
NC_000964.3	79880	80755	+	hslO	hslO	 	 	79880	80755	79880	80755	1	79880	80755
NC_000964.3	80802	81695	+	yacD	yacD	 	 	80802	81695	80802	81695	1	80802	81695
NC_000964.3	81771	82697	+	cysK	cysK	 	 	81771	82697	81771	82697	1	81771	82697
NC_000964.3	82864	84276	+	pabB	pabB	 	 	82864	84276	82864	84276	1	82864	84276
NC_000964.3	84290	84874	+	pabA	pabA	 	 	84290	84874	84290	84874	1	84290	84874
NC_000964.3	84874	85755	+	pabC	pabC	 	 	84874	85755	84874	85755	1	84874	85755
NC_000964.3	85737	86594	+	sul	sul	 	 	85737	86594	85737	86594	1	85737	86594
NC_000964.3	86587	86949	+	folB	folB	 	 	86587	86949	86587	86949	1	86587	86949
NC_000964.3	86946	87449	+	folK	folK	 	 	86946	87449	86946	87449	1	86946	87449
NC_000964.3	87401	87610	+	yazB	yazB	 	 	87401	87610	87401	87610	1	87401	87610
NC_000964.3	87634	88635	+	dusB	dusB	 	 	87634	88635	87634	88635	1	87634	88635
NC_000964.3	88050	89566	-	S41	S41	 	 	88050	89566	88050	89566	1	88050	89566
NC_000964.3	88636	88726	+	S42	S42	 	 	88636	88726	88636	88726	1	88636	88726
NC_000964.3	88727	90226	+	lysS	lysS	 	 	88727	90226	88727	90226	1	88727	90226
NC_000964.3	90318	90535	+	S43	S43	 	 	90318	90535	90318	90535	1	90318	90535
NC_000964.3	101212	101289	+	S44	S44	 	 	101212	101289	101212	101289	1	101212	101289
NC_000964.3	101449	101913	+	ctsR	ctsR	 	 	101449	101913	101449	101913	1	101449	101913
NC_000964.3	101927	102484	+	mcsA	mcsA	 	 	101927	102484	101927	102484	1	101927	102484
NC_000964.3	102484	103575	+	mcsB	mcsB	 	 	102484	103575	102484	103575	1	102484	103575
NC_000964.3	103572	106004	+	clpC	clpC	 	 	103572	106004	103572	106004	1	103572	106004
NC_000964.3	106096	107472	+	radA	radA	 	 	106096	107472	106096	107472	1	106096	107472
NC_000964.3	107476	108558	+	disA	disA	 	 	107476	108558	107476	108558	1	107476	108558
NC_000964.3	108559	108673	+	S45	S45	 	 	108559	108673	108559	108673	1	108559	108673
NC_000964.3	108674	109774	+	yacL	yacL	 	 	108674	109774	108674	109774	1	108674	109774
NC_000964.3	109789	110487	+	ispD	ispD	 	 	109789	110487	109789	110487	1	109789	110487
NC_000964.3	110480	110956	+	ispF	ispF	 	 	110480	110956	110480	110956	1	110480	110956
NC_000964.3	111047	112498	+	gltX	gltX	 	 	111047	112498	111047	112498	1	111047	112498
NC_000964.3	112499	112799	+	S46	S46	 	 	112499	112799	112499	112799	1	112499	112799
NC_000964.3	112800	113453	+	cysE	cysE	 	 	112800	113453	112800	113453	1	112800	113453
NC_000964.3	113450	114850	+	cysS	cysS	 	 	113450	114850	113450	114850	1	113450	114850
NC_000964.3	114854	115285	+	mrnC	mrnC	 	 	114854	115285	114854	115285	1	114854	115285
NC_000964.3	115269	116018	+	rlmB	rlmB	 	 	115269	116018	115269	116018	1	115269	116018
NC_000964.3	116025	116537	+	yacP	yacP	 	 	116025	116537	116025	116537	1	116025	116537
NC_000964.3	116600	117256	+	sigH	sigH	 	 	116600	117256	116600	117256	1	116600	117256
NC_000964.3	117257	117348	+	S47	S47	 	 	117257	117348	117257	117348	1	117257	117348
NC_000964.3	117349	117498	+	rpmGB	rpmGB	 	 	117349	117498	117349	117498	1	117349	117498
NC_000964.3	117532	117711	+	secE	secE	 	 	117532	117711	117532	117711	1	117532	117711
NC_000964.3	117712	117889	+	S48	S48	 	 	117712	117889	117712	117889	1	117712	117889
NC_000964.3	117890	118423	+	nusG	nusG	 	 	117890	118423	117890	118423	1	117890	118423
NC_000964.3	118452	118590	+	S49	S49	 	 	118452	118590	118452	118590	1	118452	118590
NC_000964.3	118591	119016	+	rplK	rplK	 	 	118591	119016	118591	119016	1	118591	119016
NC_000964.3	119017	119110	+	S50	S50	 	 	119017	119110	119017	119110	1	119017	119110
NC_000964.3	119111	119809	+	rplA	rplA	 	 	119111	119809	119111	119809	1	119111	119809
NC_000964.3	119855	119995	+	BSU_misc_RNA_3	BSU_misc_RNA_3	 	 	119855	119995	119855	119995	1	119855	119995
NC_000964.3	120061	120561	+	rplJ	rplJ	 	 	120061	120561	120061	120561	1	120061	120561
NC_000964.3	120607	120978	+	rplL	rplL	 	 	120607	120978	120607	120978	1	120607	120978
NC_000964.3	121068	121673	+	ybxB	ybxB	 	 	121068	121673	121068	121673	1	121068	121673
NC_000964.3	121686	121918	+	S51	S51	 	 	121686	121918	121686	121918	1	121686	121918
NC_000964.3	121919	125500	+	rpoB	rpoB	 	 	121919	125500	121919	125500	1	121919	125500
NC_000964.3	125562	129161	+	rpoC	rpoC	 	 	125562	129161	125562	129161	1	125562	129161
NC_000964.3	129162	129283	+	S52	S52	 	 	129162	129283	129162	129283	1	129162	129283
NC_000964.3	129340	129588	+	rplGB	rplGB	 	 	129340	129588	129340	129588	1	129340	129588
NC_000964.3	129589	129701	+	S53	S53	 	 	129589	129701	129589	129701	1	129589	129701
NC_000964.3	129702	130118	+	rpsL	rpsL	 	 	129702	130118	129702	130118	1	129702	130118
NC_000964.3	130160	130630	+	rpsG	rpsG	 	 	130160	130630	130160	130630	1	130160	130630
NC_000964.3	130684	132762	+	fusA	fusA	 	 	130684	132762	130684	132762	1	130684	132762
NC_000964.3	132763	132881	+	S54	S54	 	 	132763	132881	132763	132881	1	132763	132881
NC_000964.3	132882	134072	+	tufA	tufA	 	 	132882	134072	132882	134072	1	132882	134072
NC_000964.3	134171	135127	+	ybaC	ybaC	 	 	134171	135127	134171	135127	1	134171	135127
NC_000964.3	135170	135363	+	S55	S55	 	 	135170	135363	135170	135363	1	135170	135363
NC_000964.3	135364	135672	+	rpsJ	rpsJ	 	 	135364	135672	135364	135672	1	135364	135672
NC_000964.3	135712	136341	+	rplC	rplC	 	 	135712	136341	135712	136341	1	135712	136341
NC_000964.3	136369	136992	+	rplD	rplD	 	 	136369	136992	136369	136992	1	136369	136992
NC_000964.3	136992	137279	+	rplW	rplW	 	 	136992	137279	136992	137279	1	136992	137279
NC_000964.3	137311	138144	+	rplB	rplB	 	 	137311	138144	137311	138144	1	137311	138144
NC_000964.3	138202	138480	+	rpsS	rpsS	 	 	138202	138480	138202	138480	1	138202	138480
NC_000964.3	138497	138838	+	rplV	rplV	 	 	138497	138838	138497	138838	1	138497	138838
NC_000964.3	138842	139498	+	rpsC	rpsC	 	 	138842	139498	138842	139498	1	138842	139498
NC_000964.3	139500	139934	+	rplP	rplP	 	 	139500	139934	139500	139934	1	139500	139934
NC_000964.3	139924	140124	+	rpmC	rpmC	 	 	139924	140124	139924	140124	1	139924	140124
NC_000964.3	140147	140410	+	rpsQ	rpsQ	 	 	140147	140410	140147	140410	1	140147	140410
NC_000964.3	140451	140819	+	rplNA	rplNA	 	 	140451	140819	140451	140819	1	140451	140819
NC_000964.3	140857	141168	+	rplX	rplX	 	 	140857	141168	140857	141168	1	140857	141168
NC_000964.3	141195	141734	+	rplE	rplE	 	 	141195	141734	141195	141734	1	141195	141734
NC_000964.3	141757	141942	+	rpsNA	rpsNA	 	 	141757	141942	141757	141942	1	141757	141942
NC_000964.3	141974	142372	+	rpsH	rpsH	 	 	141974	142372	141974	142372	1	141974	142372
NC_000964.3	142402	142941	+	rplF	rplF	 	 	142402	142941	142402	142941	1	142402	142941
NC_000964.3	142974	143336	+	rplR	rplR	 	 	142974	143336	142974	143336	1	142974	143336
NC_000964.3	143361	143861	+	rpsE	rpsE	 	 	143361	143861	143361	143861	1	143361	143861
NC_000964.3	143875	144054	+	rpmD	rpmD	 	 	143875	144054	143875	144054	1	143875	144054
NC_000964.3	144085	144525	+	rplO	rplO	 	 	144085	144525	144085	144525	1	144085	144525
NC_000964.3	144527	145822	+	secY	secY	 	 	144527	145822	144527	145822	1	144527	145822
NC_000964.3	145877	146530	+	adk	adk	 	 	145877	146530	145877	146530	1	145877	146530
NC_000964.3	146527	147273	+	mapA	mapA	 	 	146527	147273	146527	147273	1	146527	147273
NC_000964.3	147312	147536	+	ybzG	ybzG	 	 	147312	147536	147312	147536	1	147312	147536
NC_000964.3	147585	147803	+	infA	infA	 	 	147585	147803	147585	147803	1	147585	147803
NC_000964.3	147837	147950	+	rpmJ	rpmJ	 	 	147837	147950	147837	147950	1	147837	147950
NC_000964.3	147973	148338	+	rpsM	rpsM	 	 	147973	148338	147973	148338	1	147973	148338
NC_000964.3	148359	148754	+	rpsK	rpsK	 	 	148359	148754	148359	148754	1	148359	148754
NC_000964.3	148755	148930	+	S56	S56	 	 	148755	148930	148755	148930	1	148755	148930
NC_000964.3	148931	149875	+	rpoA	rpoA	 	 	148931	149875	148931	149875	1	148931	149875
NC_000964.3	149953	150315	+	rplQ	rplQ	 	 	149953	150315	149953	150315	1	149953	150315
NC_000964.3	150362	150442	+	S57	S57	 	 	150362	150442	150362	150442	1	150362	150442
NC_000964.3	150443	151288	+	ybxA	ybxA	 	 	150443	151288	150443	151288	1	150443	151288
NC_000964.3	151303	152133	+	ybaE	ybaE	 	 	151303	152133	151303	152133	1	151303	152133
NC_000964.3	152130	152927	+	ybaF	ybaF	 	 	152130	152927	152130	152927	1	152130	152927
NC_000964.3	152937	153680	+	truA	truA	 	 	152937	153680	152937	153680	1	152937	153680
NC_000964.3	153039	153507	-	S58	S58	 	 	153039	153507	153039	153507	1	153039	153507
NC_000964.3	153842	154279	+	rplM	rplM	 	 	153842	154279	153842	154279	1	153842	154279
NC_000964.3	154300	154692	+	rpsI	rpsI	 	 	154300	154692	154300	154692	1	154300	154692
NC_000964.3	154838	155119	+	S59	S59	 	 	154838	155119	154838	155119	1	154838	155119
NC_000964.3	155156	155923	+	ybaJ	ybaJ	 	 	155156	155923	155156	155923	1	155156	155923
NC_000964.3	156109	156552	+	ybaK	ybaK	 	 	156109	156552	156109	156552	1	156109	156552
NC_000964.3	156612	157325	+	cwlD	cwlD	 	 	156612	157325	156612	157325	1	156612	157325
NC_000964.3	157421	158479	+	salA	salA	 	 	157421	158479	157421	158479	1	157421	158479
NC_000964.3	158050	158514	-	S60	S60	 	 	158050	158514	158050	158514	1	158050	158514
NC_000964.3	158510	159181	+	S61	S61	 	 	158510	159181	158510	159181	1	158510	159181
NC_000964.3	158515	159072	-	gerD	gerD	 	 	158515	159072	158515	159072	1	158515	159072
NC_000964.3	159149	159778	-	S62	S62	 	 	159149	159778	159149	159778	1	159149	159778
NC_000964.3	159182	159778	+	kbaA	kbaA	 	 	159182	159778	159182	159778	1	159182	159778
NC_000964.3	159779	160543	-	ybaN	ybaN	 	 	159779	160543	159779	160543	1	159779	160543
NC_000964.3	159779	160673	+	S63	S63	 	 	159779	160673	159779	160673	1	159779	160673
NC_000964.3	160675	160892	+	S64	S64	 	 	160675	160892	160675	160892	1	160675	160892
NC_000964.3	165830	165902	+	trnI-Thr	trnI-Thr	 	 	165830	165902	165830	165902	1	165830	165902
NC_000964.3	176316	176924	+	S65	S65	 	 	176316	176924	176316	176924	1	176316	176924
NC_000964.3	176926	177082	+	S66	S66	 	 	176926	177082	176926	177082	1	176926	177082
NC_000964.3	177083	178519	+	ybaR	ybaR	 	 	177083	178519	177083	178519	1	177083	178519
NC_000964.3	178665	179585	+	ybaS	ybaS	 	 	178665	179585	178665	179585	1	178665	179585
NC_000964.3	179595	180347	-	ybbA	ybbA	 	 	179595	180347	179595	180347	1	179595	180347
NC_000964.3	180344	181354	-	feuC	feuC	 	 	180344	181354	180344	181354	1	180344	181354
NC_000964.3	181347	182351	-	feuB	feuB	 	 	181347	182351	181347	182351	1	181347	182351
NC_000964.3	182370	183323	-	feuA	feuA	 	 	182370	183323	182370	183323	1	182370	183323
NC_000964.3	183414	185003	-	ybbB	ybbB	 	 	183414	185003	183414	185003	1	183414	185003
NC_000964.3	185194	186438	-	ybbC	ybbC	 	 	185194	186438	185194	186438	1	185194	186438
NC_000964.3	186452	188380	-	ybbD	ybbD	 	 	186452	188380	186452	188380	1	186452	188380
NC_000964.3	188408	189733	-	ybbE	ybbE	 	 	188408	189733	188408	189733	1	188408	189733
NC_000964.3	189790	191157	-	ybbF	ybbF	 	 	189790	191157	189790	191157	1	189790	191157
NC_000964.3	191183	192034	-	ybbH	ybbH	 	 	191183	192034	191183	192034	1	191183	192034
NC_000964.3	192051	192965	-	murQ	murQ	 	 	192051	192965	192051	192965	1	192051	192965
NC_000964.3	193075	193557	-	ybbJ	ybbJ	 	 	193075	193557	193075	193557	1	193075	193557
NC_000964.3	193570	194025	-	ybbK	ybbK	 	 	193570	194025	193570	194025	1	193570	194025
NC_000964.3	194669	194786	+	S67	S67	 	 	194669	194786	194669	194786	1	194669	194786
NC_000964.3	194849	195412	+	sigW	sigW	 	 	194849	195412	194849	195412	1	194849	195412
NC_000964.3	195426	196052	+	rsiW	rsiW	 	 	195426	196052	195426	196052	1	195426	196052
NC_000964.3	196132	196212	+	S68	S68	 	 	196132	196212	196132	196212	1	196132	196212
NC_000964.3	196213	197034	+	ybbP	ybbP	 	 	196213	197034	196213	197034	1	196213	197034
NC_000964.3	197027	198478	+	ybbR	ybbR	 	 	197027	198478	197027	198478	1	197027	198478
NC_000964.3	198497	199843	+	glmM	glmM	 	 	198497	199843	198497	199843	1	198497	199843
NC_000964.3	200188	200276	+	S69	S69	 	 	200188	200276	200188	200276	1	200188	200276
NC_000964.3	200277	202079	+	glmS	glmS	 	 	200277	202079	200277	202079	1	200277	202079
NC_000964.3	201802	202546	-	S70	S70	 	 	201802	202546	201802	202546	1	201802	202546
NC_000964.3	202547	203458	-	alkA	alkA	 	 	202547	203458	202547	203458	1	202547	203458
NC_000964.3	203729	204364	+	adaA	adaA	 	 	203729	204364	203729	204364	1	203729	204364
NC_000964.3	204351	204890	+	adaB	adaB	 	 	204351	204890	204351	204890	1	204351	204890
NC_000964.3	204891	204975	+	S71	S71	 	 	204891	204975	204891	204975	1	204891	204975
NC_000964.3	204977	205210	+	S72	S72	 	 	204977	205210	204977	205210	1	204977	205210
NC_000964.3	205212	205408	+	S73	S73	 	 	205212	205408	205212	205408	1	205212	205408
NC_000964.3	205409	206926	+	ndhF	ndhF	 	 	205409	206926	205409	206926	1	205409	206926
NC_000964.3	206941	209556	+	ybcC	ybcC	 	 	206941	209556	206941	209556	1	206941	209556
NC_000964.3	209557	209632	+	S74	S74	 	 	209557	209632	209557	209632	1	209557	209632
NC_000964.3	209633	210160	+	ybcF	ybcF	 	 	209633	210160	209633	210160	1	209633	210160
NC_000964.3	210224	210514	+	ybcH	ybcH	 	 	210224	210514	210224	210514	1	210224	210514
NC_000964.3	210572	210946	+	ybcI	ybcI	 	 	210572	210946	210572	210946	1	210572	210946
NC_000964.3	210947	211412	+	S75	S75	 	 	210947	211412	210947	211412	1	210947	211412
NC_000964.3	211429	211731	+	ybzH	ybzH	 	 	211429	211731	211429	211731	1	211429	211731
NC_000964.3	211769	211858	+	S76	S76	 	 	211769	211858	211769	211858	1	211769	211858
NC_000964.3	211859	213031	+	ybcL	ybcL	 	 	211859	213031	211859	213031	1	211859	213031
NC_000964.3	213155	213469	+	ybcM	ybcM	 	 	213155	213469	213155	213469	1	213155	213469
NC_000964.3	213878	213940	+	S77	S77	 	 	213878	213940	213878	213940	1	213878	213940
NC_000964.3	213941	214108	+	skfA	skfA	 	 	213941	214108	213941	214108	1	213941	214108
NC_000964.3	214175	215407	+	skfB	skfB	 	 	214175	215407	214175	215407	1	214175	215407
NC_000964.3	215404	216894	+	skfC	skfC	 	 	215404	216894	215404	216894	1	215404	216894
NC_000964.3	216913	217632	+	skfE	skfE	 	 	216913	217632	216913	217632	1	216913	217632
NC_000964.3	217697	219040	+	skfF	skfF	 	 	217697	219040	217697	219040	1	217697	219040
NC_000964.3	219087	219602	+	skfG	skfG	 	 	219087	219602	219087	219602	1	219087	219602
NC_000964.3	219607	220032	+	skfH	skfH	 	 	219607	220032	219607	220032	1	219607	220032
NC_000964.3	220033	220103	+	S78	S78	 	 	220033	220103	220033	220103	1	220033	220103
NC_000964.3	220105	220278	+	S79	S79	 	 	220105	220278	220105	220278	1	220105	220278
NC_000964.3	220279	221256	+	ybdG	ybdG	 	 	220279	221256	220279	221256	1	220279	221256
NC_000964.3	221258	221929	+	ybdJ	ybdJ	 	 	221258	221929	221258	221929	1	221258	221929
NC_000964.3	221950	222912	+	ybdK	ybdK	 	 	221950	222912	221950	222912	1	221950	222912
NC_000964.3	222971	223234	+	ybzI	ybzI	 	 	222971	223234	222971	223234	1	222971	223234
NC_000964.3	223219	223989	-	ybdM	ybdM	 	 	223219	223989	223219	223989	1	223219	223989
NC_000964.3	224075	224932	-	ybdN	ybdN	 	 	224075	224932	224075	224932	1	224075	224932
